,STATUS,cOPN,cCON,cEXT,cAGR,cNEU
1713,is fighting to make it to the table football semis,1,0,1,1,0
1714,finds it highly amusing that we are currently bringing the milk inside to warm it up in the fridge!,1,0,1,1,0
1715,is about to start wrapping Christmas presents!,1,0,1,1,0
1716,is no longer talking to *PROPNAME* - but not in a bad way. Just because it is impractical and expensive to talk on the phone continuously and because we both needed to do things.,1,0,1,1,0
1717,"Writing, then 2 chapters homework, then bed. Or just Loveline ?",1,0,0,1,1
1718,"My mind is so confusing, it's scary.",1,0,0,1,1
1719,I just....I can't do this without family...friends. Anybody ?,1,0,0,1,1
1720,"Getting together map, snacks, music, and up-all-night accessories for Hollywood. Will starting driving at 4 am.",1,0,0,1,1
1721,"Loveline, pills, and a kitty. Best combo ever. night.",1,0,0,1,1
1722,"Fucking hell, grrrr....",1,0,0,1,1
1723,"Gah, head's pounding. I wish I wasn't in so much pain. It makes the pills that much more tempting...",1,0,0,1,1
1724,"Okay, so what are the different plans for Friday night in LA ? There's *PROPNAME*...?",1,0,0,1,1
1725,Some people say pain can be controlled by the mind. I do not agree with these people. It doesn't mean I don't admire them though.,1,0,0,1,1
1726,"Doctors seem to want me to sit out. In a wheelchair...no fucking way. I'd rather walk down the street with tears streaming, than be benched....which, unfortunately, is not too far off.",1,0,0,1,1
1727,"Well anyway, fuck it. I'm gonna die young but happy. Rather than healthy and old.",1,0,0,1,1
1728,"Gonna be 83 degree today ! Coffee, sunshine, and sweet email from a friend. Day started with love, is continuing, and will end in love.",1,0,0,1,1
1729,Home...finally. Sooooo tired...gonna get a couple hours before work starts up again.,1,0,0,1,1
1730,"Alright, recharged as it were. If this is a night of no dark dreams; you are a miracle worker too.",1,0,0,1,1
1731,Easy to read; I like that !,1,0,0,1,1
1732,Sleeeeeeeeeep......,1,0,0,1,1
1733,"I find I'm enjoying tiny poetry.  Such as: Rain- My ears hear a drip, drop, splash It's more of a scream, laugh, live And you make it so hard not to be cliche. You pile on my dreams,  Like power lines on a sky. Is it raining where you are ?",1,0,0,1,1
1734,"Not tired, must sleep. Long week ahead, and no weekend. Friday is no longer a day off. Sore all over, but I asked for it. Cig, Loveline, sleep...smile, love, remember.",1,0,0,1,1
1735,"Today was a much needed day off !! Back to a fake smile tomorrow, but rejuvinated by friends tonight.",1,0,0,1,1
1736,"It's moments like this that I wish I worked for Walmart. I hate rape. I'm no good at counseling ""victims"". Especially when it's a parental perpetrator. Why is this the way of the world ? Why is it reality ?",1,0,0,1,1
1737,"Blah ! Work lots, need money. Not worth it really. I'm loosing the happiness !!",1,0,0,1,1
1738,"Sore throat starting out. Tempted to gargle vodka, but must get some work done.",1,0,0,1,1
1739,"Frustrated beyond all hell, blog isn't helping.",1,0,0,1,1
1740,"""I've been high, and I've been down, my head in the clouds and my hands on the ground. """,1,0,0,1,1
1741,I think I would be dead without my heating pad. I am completely serious.,1,0,0,1,1
1742,"I don't know where my mind is in this moment. It's so fleeting; emotion. I'm so tired, but I can't sleep. And like *PROPNAME* says, a shotgun just leaves a messed up wall.  Ah well. Random thoughts. Better go to bed before that crap goes deeper.",1,0,0,1,1
1743,"Gah, headache. Okay my body's failing me; I'm going to put off work 'til tomorrow and take care of myself now. Ice cream, giant sweater, warm bed...I'm comin'.",1,0,0,1,1
1744,"Okay, people, seriously...""lol"" is so blood annoying when you use it on every line.",1,0,0,1,1
1745,"Fuck. Okay, file another tragic story in a box of my mind to be dealt with when I no longer have a heart. Wonder how much longer it'll take...not too long now.",1,0,0,1,1
1746,"Okay, I'm no good at positivity right now. That's my work ""hat"". So sue me.",1,0,0,1,1
1747,Ah coffee....makes the world go 'round.,1,0,0,1,1
1748,"I feel emptied out; please rain down on me...darkness and light, come fill me up.",1,0,0,1,1
1749,"Okay, must sleep. Must work in mere hours...ah who am I kidding ? I don't sleep. Or eat. Just smoke...and work. And love.",1,0,0,1,1
1750,"Got the new iPhone 3GS. Don't ask how, I won't tell you. But thank you.",1,0,0,1,1
1751,"""I like my chicken fried, a cold beer on a friday night, a pair of jeans that fit just right, and the radio up !""",1,0,0,1,1
1752,"QTD: ""'Flower' usually refers to a vulva in general, not virginity or 'cherry popping' as the kids would say."" Hahahaha",1,0,0,1,1
1753,"""Little red bird under a chair, waiting for the crumbs to fall. Daddy said, 'Get a job'. Well don't you see, Daddy, how good I am at catching crumbs ?""",1,0,0,1,1
1754,Aggrevated that I let someone else take me from really happy to hurt and depressed. It's on me to change my reaction to be one of Loveful Me.,1,0,0,1,1
1755,I need to be asleep. I get up in....5 hrs ? No idea really. What am I doing again ?,1,0,0,1,1
1756,"""For a moment I love everything I see and think and feel...""",1,0,0,1,1
1757,"""Walking by the river I...reach my hands to cup the sky. It runs down my arms...a bitter blue. Turn to red, and the gashes grew."" God, this song...every word is raw and honest.",1,0,0,1,1
1758,I am what I make of myself. I am Love. I am.,1,0,0,1,1
1759,I wish I was in NYC and seeing *PROPNAME* tomorrow night....,1,0,0,1,1
1760,"I need to go back to my live food diet. Not 90% like before, but I bet I could do 75% without losing too much weight..",1,0,0,1,1
1761,It's ugly here. But there are sparks...moments. Love.,1,0,0,1,1
1762,I guess it all depends on your mood...why can't these meds be any damn good ?,1,0,0,1,1
1763,"""I believe in love. It's just my heart that keeps turning me down. I believe in love, I think it's just fine.""",1,0,0,1,1
1764,"I always want the blog to be the magical valve. Turn it on, write, be healed. It never is though. And now I still hurt, I just feel more raw now. As long as I stay with the emotion and don't deny...I'll be alright.",1,0,0,1,1
1765,Fucking musicians. Fuck musicians...,1,0,0,1,1
1766,<3,1,0,0,1,1
1767,"Now that I'm done writing, I need food...hmmm....",1,0,0,1,1
1768,"I did that shit with spasms, AND after 8 shots of espresso today. WHO DA MAN ?? Beauty school, here I come...right after this next Criminal Minds. <3",1,0,0,1,1
1769,I have to find the superhero I use to be. I can't bring myself to believe it was just the Love of a silly boy that did it.,1,0,0,1,1
1770,"(Breast cancer awareness question - what colour bra are you wearing ?) No colour. I'm not a fan of bras lately. But this is a stupid FB idea. It doesn't really raise awareness unless you also say what the hell it's about !  Stupid, stupid.",1,0,0,1,1
1771,My most awesome friend just surprise-attacked me with a present of a dark chocolate bacon bar...drool. Best. Moment. Ever.,1,0,0,1,1
1772,"Again, my company and night are ruined by some physical ailment of mine. I am fucking tired of it.",1,0,0,1,1
1773,"Wow, fresh air. Crazy. Good day sunshine, you're my favourite star.",1,0,0,1,1
1774,"Okay, sleep. Dreaming of bacon and dark chocolate. mmmm....",1,0,0,1,1
1775,"To be something I am not...that is what I'll be when I grow up. God, it'll be stunning.",1,0,0,1,1
1776,Okay. Maybe not sleep.,1,0,0,1,1
1777,Pain is a bitch.,1,0,0,1,1
1778,Got called in to work tomorrow. At least I don't have to run groups. Bed early tonight.,1,0,0,1,1
1779,"Wow been a tiring and painful day. Gonna set up a movie and try to relax. Love to all of my beautiful friends and family for the support and awesomeness of who they are. And a high five to my Surgeon who is THE man and gives me hope of having a less painful life. <3 you all. You make me happy, yes YOU.",1,0,0,1,1
1780,"My most Awesome Surgeon says I can try walking today and if all goes well, I can work tomorrow !! YAY !! I'm gonna need the money if I wanna try and quit this job to focus on my other jobs//opportunities. Wish me luck on the walking ! I'll report back.",1,0,0,1,1
1781,Just ate a nice happy cow filet with red wine reduction. Wish my feet weren't throbbing so I could really cook !! Tomorrow we shall throw down...my 12-in skillet and me.,1,0,0,1,1
1782,Having surgery today. I can't wait to be in hospital. I'm not a big fan of surgery. But hospitals feel like home to me. Calming in the chaos.,1,0,0,1,1
1783,Reading an amazing book called Stranger in a Strange Land. Now I'm listening to Loveline and trying to rest for the god-aweful full day tomorrow.,1,0,0,1,1
1784,"Off to a training, not back til Sunday. So tired. So in pain. Starbucks will make it all better, I know it !",1,0,0,1,1
1785,"Last day at work. I caught myself laughing at something horrific last night. Laughter is how I cope, but...I can't wait to laugh at happy things again.",1,0,0,1,1
1786,why are my clothes disappearing!!!! =(,1,1,1,0,0
1787,ewwwww! grossssssssssssss leave me aloneee. disgustingg.,1,1,1,0,0
1788,had a great time yesterday! it was nice seeing everyone <33,1,1,1,0,0
1789,is in Italyyyyy,1,1,1,0,0
1790,has a lot of bug bites in Italy =(,1,1,1,0,0
1791,has period cramps. =(,1,1,1,0,0
1792,is coming back to America sooon =),1,1,1,0,0
1793,hahaaaahahahahahaaaahahahahahahahhhaahhahahahahahahahhahahahahhahahahahahhahahahahhahaha.,1,1,1,0,0
1794,shame on me. raetjgliajgtjajgaijglajweglkjajga,1,1,1,0,0
1795,needs a big hug,1,1,1,0,0
1796,changed her status. happpy?,1,1,1,0,0
1797,ewwwwwwwwwwwwwwwwwwwwwww!!!!,1,1,1,0,0
1798,METEOR SHOWER TONIGHT! FML!!!!!!!!!,1,1,1,0,0
1799,happy birthday *PROPNAME*! Mommy loves you veryyyy much<3,1,1,1,0,0
1800,"Boys are like buses, miss one, next one coming!",1,1,1,0,0
1801,im getting pimples! whyyyyyyyy =(,1,1,1,0,0
1802,i just got home from school and my flies were unzipp the whole time. oops?,1,1,1,0,0
1803,i'm going to break my record!!!!!!!!!!!,1,1,1,0,0
1804,I sometimes think that some *PROPNAME* bikers are just ASKING to get hit by my car!,1,1,1,0,0
1805,i can't motherfucking fall asleep.,1,1,1,0,0
1806,who does that motherfucker think he is!!! ajkjsgksjgewl,1,1,1,0,0
1807,gloomy cold weather today. I kinda like it. :),1,1,1,0,0
1808,"before this quarter ends, i will definitely not break my record...ahahahhaha Just for YOU *PROPNAME*.",1,1,1,0,0
1809,omg. SHOOT ME.,1,1,1,0,0
1810,"so my fortune cookie told me ""You and your wife will be happy in your life together"" MY WIFE? I always thought I'd be married to a guy? FML!",1,1,1,0,0
1811,mmmm beeen feeling quite happpy =)))),1,1,1,0,0
1812,last night was. LOL.,1,1,1,0,0
1813,"SO ugly and tired looking from finalsss, but I'm DONEEE =)",1,1,1,0,0
1814,You are the fucking BEST. =),1,1,1,0,0
1815,sold back my school books for $138.75! =),1,1,1,0,0
1816,the weather is SOOO AWESOME!,1,1,1,0,0
1817,i hate phillip shing bing long bong shalong ma!,1,1,1,0,0
1818,sooo many sidedishes like korean food.,1,1,1,0,0
1819,"a Lion will never cheat on his wife, only a Tiger Wood. LOL.",1,1,1,0,0
1820,"every KISS begins with a ""K"" every UGLY begins with a ""U""",1,1,1,0,0
1821,nothing gives you a better night sleep than nyquil =),1,1,1,0,0
1822,I have no water right now. WHY,1,0,0,1,1
1823,Ecco la marcia ...la marcia marcia arcia cia a...,1,0,0,1,1
1824,just watched Der Rosenkavalier for the first time OH MY GOD,1,0,0,1,1
1825,*PROPNAME*... D: *PROPNAME* too?,1,0,0,1,1
1826,ITURBI,1,0,0,1,1
1827,"*PROPNAME*, it's like you aimed just left of funny.",1,0,0,1,1
1828,saw Corialanus at the Globe today. Now where's Dido?,1,0,0,1,1
1829,anyone know of a good recording of L'elisir D'amore? Everything I've listened to so far has been sort of crap crap crap UNA FURTIVA LAGRIMA crap crap crap crap crap. I know it's the hit song but god is there a recording that's good as a whole unit anywher,1,0,0,1,1
1830,Finished Steppenwolf. Not for everybody.,1,0,0,1,1
1831,"just watched *PROPNAME* as *PROPNAME*, something that has forced me to revise my previous low opinion of him. It was great! Right up there with Philip Langridge and *PROPNAME*, which I understand is weird to say seeing as he came first of all. But sti",1,0,0,1,1
1832,1. On campus housing TOO EXPENSIVE. 2. There is no fat or sugar in this house how is life possible. 3. So many stupid looking dogs SO MANY STUPID LOOKING DOGS,1,0,0,1,1
1833,"oh huh, this is 4th of July weekend coming up? Probably not the best time to try coming up...",1,0,0,1,1
1834,"""*PROPNAME* Teaches Trying?"" *PROPNAME*, sometimes in your ceaseless effort to provide a slightly more depressing take on various topics, you come up with a bit of a stretch.",1,0,0,1,1
1835,"Hi Chicago, what's up",1,0,0,1,1
1836,"just saw Thirst. It was dark when I got out, and I was by myself, so I jogged part of the way home. Hell if I know why...scary wouldn't really be the word for that movie I don't think...",1,0,0,1,1
1837,well that didn't work,1,0,0,1,1
